session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
1,Ses01M_impro04,47,M,Angry,neu,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,48,F,"The speaker sounds female, around 25 years old, speaking English with a neutral mood.",neu,[BREATHING],"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro04,49,F,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",neu,That's -.,"Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,50,M,Neutral,neu,"You know, and like I don't think it's that much to ask. I know.","Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro04,51,F,The speaker sounds female.,neu,"Well, what kind of field are you looking to go into?","Speaker F appears to be a supportive and empathetic individual, often acknowledging others' feelings and offering reassurance. They tend to use温和的语气和积极的话语，有助于营造和谐的对话氛围。在交流中表现出耐心和理解，偶尔会通过提问来引导对话深入。这些特点表明F可能是一个善于倾听和关心他人感受的人。","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro04,52,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,That's it.,"Speaker M appears to be assertive and direct, often interrupting or speaking over others. This suggests a dominant personality but may also indicate impatience or a need for control in conversations. M's言论直接且有主导性，经常打断他人，这表明其性格强势但可能也显示出在对话中缺乏耐心或控制欲。",Nan,Nan
1,Ses01M_script01_3,0,F,The speaker sounds happy.,neu,The only one I know still love his parents.,"Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Cheek Raiser, Lip Corner Puller",Nan
1,Ses01M_script01_3,1,M,"The speaker sounds male, happy, and around 25 years old.",neu,"Yeah, that kind of went out of style didn't it?","Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_script01_3,2,F,The speaker sounds happy.,neu,Oh it's not bad thing it's good thing.,"Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_script01_3,3,F,The speaker sounds happy.,neu,"You know it's nice here, the air is sweet.","Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Cheek Raiser, Lip Corner Puller",Nan
1,Ses01M_script01_3,4,M,The speaker sounds neutral.,neu,You're not sorry you came?,"Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_script01_3,5,F,The speaker sounds sad.,neu,"Not sorry, no.  I can't stay here.","Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01M_script01_3,6,M,The speaker sounds sad.,neu,Why not?,"Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
1,Ses01M_script01_3,7,F,Angry,neu,For one thing your mother as much as told me to go.,"Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
1,Ses01M_script01_3,8,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,Well.,"Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_script01_3,9,F,The speaker sounds sad.,neu,[BREATHING] And then you've been kind of...,"Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_script01_3,10,M,"The speaker sounds male, surprised, with a neutral mood.",neu,What?,"Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_script01_3,11,F,The speaker sounds sad.,neu,You've been kind of embarrassed ever since I got here.,"Speaker F appears to be a calm and composed individual, often providing thoughtful responses. They tend to avoid conflicts and maintain neutrality, suggesting a patient demeanor in discussions. However, their statements are occasionally brief, which might indicate a reserved nature or a focus on efficiency in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_script01_3,12,M,"The speaker sounds male, around 40 years old, speaking English with a neutral mood.",neu,"I was kind of planning on sneaking up on you, you know over like a course of a week or so. They just take for granted that we're already set.","Speaker M appears to be assertive and direct in their communication. They often lead conversations with clear statements and questions, suggesting a confident demeanor. M also seems to take on a leadership role, guiding the dialogue towards specific topics or conclusions. However, there is a possibility that this approach might sometimes come across as forceful or dismissive of others' opinions.","Cheek Raiser, Lip Corner Puller",Nan
